fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,id
7.6,0.48,0.28,10.4,0.049,57.0,205.0,1378
6.9,0.22,0.32,9.3,0.04,22.0,110.0,1379
7.1,0.47,0.29,14.8,0.024,22.0,142.0,1380
7.8,0.27,0.28,1.8,0.05,21.0,127.0,1381
6.8,0.18,0.3,12.8,0.062,19.0,171.0,1382
8.1,0.12,0.49,1.2,0.042,43.0,160.0,1383
6.6,0.42,0.33,2.8,0.034,15.0,85.0,1384
7.0,0.35,0.17,1.1,0.049,7.0,119.0,1385
6.3,0.25,0.23,14.9,0.039,47.0,142.0,1386
8.1,0.27,0.33,1.3,0.045,26.0,100.0,1387
7.1,0.18,0.49,1.3,0.033,12.0,72.0,1388
6.2,0.21,0.29,1.6,0.039,24.0,92.0,1389
6.9,0.25,0.3,4.1,0.054,23.0,116.0,1390
6.9,0.27,0.25,7.5,0.03,18.0,117.0,1391
6.9,0.28,0.31,7.2,0.04,47.0,168.0,1392
6.8,0.18,0.28,8.7,0.047,52.0,242.0,1393
6.2,0.36,0.14,8.9,0.036,38.0,155.0,1394
5.6,0.29,0.05,0.8,0.038,11.0,30.0,1395
7.2,0.24,0.29,3.0,0.036,17.0,117.0,1396
7.0,0.28,0.32,1.7,0.038,27.0,128.0,1397
5.8,0.24,0.28,1.4,0.038,40.0,76.0,1398
6.6,0.22,0.29,14.4,0.046,39.0,118.0,1399
7.9,0.25,0.34,11.4,0.04,53.0,202.0,1400
8.1,0.29,0.49,7.1,0.042,22.0,124.0,1401
7.3,0.32,0.29,1.5,0.038,32.0,144.0,1402
6.4,0.31,0.28,2.5,0.039,34.0,137.0,1403
7.3,0.3,0.22,6.4,0.056,44.0,168.0,1404
7.1,0.3,0.36,6.8,0.055,44.5,234.0,1405
7.3,0.22,0.49,9.9,0.031,48.0,161.0,1406
5.8,0.15,0.49,1.1,0.048,21.0,98.0,1407
6.2,0.28,0.51,7.9,0.056,49.0,206.0,1408
6.3,0.32,0.17,17.75,0.06,51.0,190.0,1409
5.9,0.23,0.24,3.8,0.038,61.0,152.0,1410
8.6,0.23,0.46,1.0,0.054,9.0,72.0,1411
6.5,0.46,0.24,11.5,0.051,56.0,171.0,1412
6.4,0.17,0.27,9.9,0.047,26.0,101.0,1413
6.0,0.29,0.21,1.3,0.055,42.0,168.0,1414
6.4,0.25,0.53,6.6,0.038,59.0,234.0,1415
5.9,0.32,0.33,2.1,0.027,35.0,138.0,1416
8.4,0.22,0.3,1.3,0.038,45.0,122.0,1417
6.9,0.4,0.17,12.9,0.033,59.0,186.0,1418
6.1,0.17,0.28,2.5,0.028,22.0,98.0,1419
6.8,0.24,0.49,19.3,0.057,55.0,247.0,1420
7.1,0.3,0.49,1.6,0.045,31.0,100.0,1421
6.4,0.21,0.28,5.9,0.047,29.0,101.0,1422
7.7,0.25,0.3,7.8,0.038,67.0,196.0,1423
6.0,0.26,0.29,3.1,0.041,37.0,144.0,1424
6.0,0.26,0.32,3.8,0.029,48.0,180.0,1425
6.2,0.29,0.32,3.6,0.026,39.0,138.0,1426
7.4,0.33,0.26,2.6,0.04,29.0,115.0,1427
8.2,0.29,0.49,1.0,0.044,29.0,118.0,1428
6.6,0.22,0.34,11.6,0.05,59.0,140.0,1429
7.6,0.2,0.26,4.8,0.033,26.0,76.0,1430
6.6,0.23,0.2,11.4,0.044,45.0,131.0,1431
6.5,0.18,0.26,1.4,0.041,40.0,141.0,1432
8.0,0.25,0.27,9.7,0.036,15.0,85.0,1433
6.6,0.24,0.24,8.6,0.034,25.0,135.0,1434
7.8,0.15,0.34,1.1,0.035,31.0,93.0,1435
8.5,0.21,0.26,9.25,0.034,73.0,142.0,1436
6.4,0.25,0.37,4.5,0.039,41.0,147.0,1437
6.9,0.17,0.3,2.0,0.047,13.0,117.0,1438
7.1,0.2,0.31,7.4,0.053,32.0,211.0,1439
6.9,0.32,0.26,2.3,0.03,11.0,103.0,1440
6.9,0.28,0.3,1.6,0.047,46.0,132.0,1441
6.8,0.18,0.28,1.1,0.027,32.0,112.0,1442
6.2,0.26,0.29,2.0,0.036,16.0,87.0,1443
6.7,0.24,0.3,10.2,0.07,44.0,179.0,1444
6.2,0.12,0.26,5.7,0.044,56.0,158.0,1445
5.1,0.29,0.28,8.3,0.026,27.0,107.0,1446
8.2,0.2,0.49,3.5,0.057,14.0,108.0,1447
7.4,0.24,0.22,10.7,0.042,26.0,81.0,1448
6.8,0.26,0.43,11.75,0.045,53.0,198.0,1449
7.5,0.42,0.45,9.1,0.029,20.0,125.0,1450
6.1,0.27,0.31,3.9,0.034,42.0,137.0,1451
7.2,0.28,0.3,10.7,0.044,61.0,222.0,1452
7.4,0.25,0.37,13.5,0.06,52.0,192.0,1453
6.6,0.34,0.34,2.6,0.051,40.5,210.0,1454
6.2,0.46,0.25,4.4,0.066,62.0,207.0,1455
6.6,0.41,0.16,1.4,0.037,28.0,160.0,1456
6.9,0.32,0.16,1.4,0.051,15.0,96.0,1457
6.5,0.31,0.14,7.5,0.044,34.0,133.0,1458
7.7,0.3,0.34,1.2,0.048,4.0,119.0,1459
7.4,0.25,0.28,7.25,0.028,14.0,78.0,1460
5.9,0.26,0.29,5.4,0.046,34.0,116.0,1461
6.8,0.17,0.34,2.0,0.04,38.0,111.0,1462
6.4,0.25,0.57,1.0,0.062,21.0,122.0,1463
8.2,0.22,0.49,9.6,0.037,53.0,154.0,1464
5.6,0.33,0.28,1.2,0.031,33.0,97.0,1465
6.5,0.43,0.28,11.25,0.032,31.0,87.0,1466
5.6,0.39,0.24,4.7,0.034,27.0,77.0,1467
7.1,0.26,0.32,5.9,0.037,39.0,97.0,1468
6.0,0.17,0.29,9.7,0.044,33.0,98.0,1469
5.9,0.37,0.1,1.6,0.057,39.0,128.0,1470
6.4,0.16,0.44,1.2,0.051,39.0,122.0,1471
7.7,0.3,0.42,14.3,0.045,45.0,213.0,1472
6.0,0.28,0.52,6.2,0.028,37.0,104.0,1473
6.2,0.22,0.27,1.5,0.064,20.0,132.0,1474
5.5,0.24,0.45,1.7,0.046,22.0,113.0,1475
6.4,0.22,0.3,11.2,0.046,53.0,149.0,1476
6.2,0.21,0.24,1.2,0.051,31.0,95.0,1477
7.0,0.31,0.52,1.7,0.029,5.0,61.0,1478
6.4,0.21,0.44,7.4,0.045,47.0,182.0,1479
6.7,0.23,0.17,1.3,0.061,14.0,100.0,1480
8.3,0.21,0.4,1.6,0.032,35.0,110.0,1481
6.6,0.24,0.27,10.3,0.047,54.0,219.0,1482
6.2,0.3,0.33,3.5,0.037,37.0,155.0,1483
6.8,0.23,0.42,7.4,0.044,56.0,189.0,1484
6.8,0.18,0.3,12.8,0.062,19.0,171.0,1485
7.2,0.3,0.3,8.1,0.05,40.0,188.0,1486
6.0,0.26,0.18,7.0,0.055,50.0,194.0,1487
6.2,0.21,0.27,1.7,0.038,41.0,150.0,1488
5.8,0.33,0.2,16.05,0.047,26.0,166.0,1489
5.9,0.29,0.28,3.2,0.035,16.0,117.0,1490
6.8,0.22,0.41,6.7,0.034,39.0,116.0,1491
6.4,0.27,0.3,1.6,0.04,19.0,86.0,1492
6.7,0.31,0.18,7.7,0.043,57.0,200.0,1493
8.4,0.17,0.31,6.7,0.038,29.0,132.0,1494
7.0,0.34,0.3,1.8,0.045,44.0,142.0,1495
4.8,0.26,0.23,10.6,0.034,23.0,111.0,1496
6.0,0.37,0.32,1.0,0.053,31.0,218.5,1497
6.7,0.44,0.22,4.3,0.032,19.0,99.0,1498
7.4,0.28,0.36,14.6,0.048,35.0,161.0,1499
5.0,0.3,0.33,3.7,0.03,54.0,173.0,1500
6.1,0.21,0.38,1.5,0.039,37.0,122.0,1501
6.9,0.4,0.43,6.2,0.065,42.0,178.0,1502
7.1,0.29,0.3,16.0,0.036,58.0,201.0,1503
6.1,0.19,0.37,2.6,0.041,24.0,99.0,1504
6.1,0.31,0.37,8.4,0.031,70.0,170.0,1505
6.1,0.2,0.4,1.9,0.028,32.0,138.0,1506
7.5,0.26,0.31,1.6,0.032,36.0,109.0,1507
7.2,0.24,0.29,2.2,0.037,37.0,102.0,1508
7.3,0.25,0.29,7.5,0.049,38.0,158.0,1509
6.8,0.18,0.28,9.8,0.039,29.0,113.0,1510
6.7,0.21,0.32,5.4,0.047,29.0,140.0,1511
5.2,0.31,0.2,2.4,0.027,27.0,117.0,1512
6.4,0.32,0.26,7.9,0.05,53.0,180.0,1513
6.6,0.25,0.35,14.0,0.069,42.0,163.0,1514
6.0,0.19,0.26,1.4,0.039,30.0,104.0,1515
7.3,0.21,0.3,10.9,0.037,18.0,112.0,1516
7.4,0.32,0.55,16.6,0.056,53.0,238.0,1517
6.7,0.42,0.46,9.7,0.054,67.0,234.0,1518
6.5,0.33,0.32,1.0,0.041,39.0,120.0,1519
6.2,0.35,0.29,3.9,0.041,22.0,79.0,1520
6.6,0.22,0.28,4.9,0.042,51.0,180.0,1521
6.3,0.3,0.24,6.6,0.04,38.0,141.0,1522
5.3,0.4,0.25,3.9,0.031,45.0,130.0,1523
6.9,0.33,0.31,4.2,0.04,21.0,93.0,1524
6.1,0.34,0.46,4.7,0.029,21.0,94.0,1525
7.5,0.18,0.37,6.2,0.05,21.0,138.0,1526
7.4,0.19,0.3,12.8,0.053,48.5,212.0,1527
7.3,0.25,0.36,13.1,0.05,35.0,200.0,1528
5.6,0.46,0.24,4.8,0.042,24.0,72.0,1529
6.7,0.27,0.31,15.7,0.036,44.0,179.0,1530
7.4,0.38,0.34,8.3,0.052,44.0,168.0,1531
8.1,0.28,0.34,1.3,0.035,11.0,126.0,1532
6.7,0.33,0.36,6.6,0.042,34.0,116.0,1533
6.2,0.25,0.28,8.5,0.035,28.0,108.0,1534
7.7,0.31,0.36,4.3,0.026,15.0,87.0,1535
6.5,0.32,0.12,11.5,0.033,35.0,165.0,1536
6.8,0.28,0.29,11.9,0.052,51.0,149.0,1537
7.4,0.29,0.5,1.8,0.042,35.0,127.0,1538
6.4,0.17,0.27,1.5,0.037,20.0,98.0,1539
6.6,0.39,0.38,9.7,0.053,49.0,226.0,1540
6.9,0.37,0.23,9.5,0.057,54.0,166.0,1541
6.9,0.22,0.31,6.3,0.029,41.0,131.0,1542
5.0,0.235,0.27,11.75,0.03,34.0,118.0,1543
6.6,0.26,0.56,15.4,0.053,32.0,141.0,1544
6.8,0.31,0.32,7.6,0.052,35.0,143.0,1545
6.0,0.28,0.49,6.8,0.048,61.0,222.0,1546
7.6,0.31,0.49,3.95,0.044,27.0,131.0,1547
6.0,0.28,0.29,19.3,0.051,36.0,174.0,1548
7.9,0.19,0.26,2.1,0.039,8.0,143.0,1549
6.5,0.23,0.25,17.3,0.046,15.0,110.0,1550
7.0,0.31,0.31,9.1,0.036,45.0,140.0,1551
7.8,0.28,0.25,3.4,0.024,27.0,99.0,1552
7.8,0.32,0.33,2.4,0.037,18.0,101.0,1553
7.0,0.34,0.39,6.9,0.066,43.0,162.0,1554
6.5,0.22,0.32,2.2,0.028,36.0,92.0,1555
7.8,0.24,0.18,6.7,0.046,33.0,160.0,1556
6.2,0.3,0.31,1.6,0.035,40.0,106.0,1557
5.8,0.28,0.3,1.5,0.026,31.0,114.0,1558
7.7,0.24,0.27,1.8,0.051,52.0,190.0,1559
6.8,0.32,0.39,9.6,0.026,34.0,124.0,1560
6.5,0.21,0.4,7.3,0.041,49.0,115.0,1561
6.4,0.26,0.24,6.4,0.04,27.0,124.0,1562
7.1,0.25,0.28,1.2,0.04,31.0,111.0,1563
6.3,0.16,0.4,1.6,0.033,59.0,148.0,1564
6.2,0.25,0.39,1.3,0.051,42.0,135.0,1565
6.8,0.29,0.5,13.3,0.053,48.0,194.0,1566
6.0,0.29,0.25,1.4,0.033,30.0,114.0,1567
6.8,0.33,0.31,7.4,0.045,34.0,143.0,1568
6.4,0.33,0.28,4.0,0.04,24.0,81.0,1569
6.6,0.32,0.33,2.5,0.052,40.0,219.5,1570
6.9,0.4,0.56,11.2,0.043,40.0,142.0,1571
6.6,0.19,0.41,8.9,0.046,51.0,169.0,1572
6.7,0.15,0.38,1.7,0.037,20.0,84.0,1573
7.4,0.16,0.49,1.2,0.055,18.0,150.0,1574
6.9,0.25,0.26,5.2,0.024,36.0,135.0,1575
7.3,0.39,0.37,1.1,0.043,36.0,113.0,1576
6.1,0.19,0.37,2.6,0.041,24.0,99.0,1577
6.2,0.32,0.16,7.0,0.045,30.0,136.0,1578
6.1,0.17,0.42,15.1,0.033,28.0,124.0,1579
5.6,0.19,0.26,1.4,0.03,12.0,76.0,1580
6.9,0.3,0.21,7.2,0.045,54.0,190.0,1581
8.5,0.25,0.27,4.7,0.031,31.0,92.0,1582
7.9,0.3,0.27,8.5,0.036,20.0,112.0,1583
6.8,0.26,0.26,2.0,0.019,23.5,72.0,1584
6.5,0.28,0.34,9.9,0.038,30.0,133.0,1585
7.0,0.36,0.25,5.7,0.015,14.0,73.0,1586
6.7,0.25,0.36,8.6,0.037,63.0,206.0,1587
6.9,0.16,0.37,1.8,0.034,36.0,95.0,1588
5.9,0.14,0.2,1.6,0.04,26.0,114.0,1589
6.3,0.27,0.37,7.9,0.047,58.0,215.0,1590
5.1,0.23,0.18,1.0,0.053,13.0,99.0,1591
6.5,0.25,0.32,9.9,0.045,41.0,128.0,1592
6.5,0.26,0.31,1.3,0.034,59.0,145.0,1593
6.9,0.19,0.31,19.25,0.043,38.0,167.0,1594
6.8,0.26,0.32,7.0,0.041,38.0,118.0,1595
7.0,0.34,0.1,3.5,0.044,17.0,63.0,1596
8.8,0.27,0.25,5.0,0.024,52.0,99.0,1597
7.6,0.39,0.32,3.6,0.035,22.0,93.0,1598
6.5,0.22,0.5,16.4,0.048,36.0,182.0,1599
6.6,0.26,0.25,11.6,0.045,45.0,178.0,1600
7.2,0.32,0.4,8.7,0.038,45.0,154.0,1601
7.7,0.27,0.34,1.8,0.028,26.0,168.0,1602
6.3,0.33,0.2,5.8,0.04,24.0,144.0,1603
7.4,0.24,0.4,4.3,0.032,9.0,95.0,1604
6.8,0.33,0.31,7.4,0.045,34.0,143.0,1605
8.5,0.15,0.49,1.5,0.031,17.0,122.0,1606
5.8,0.26,0.24,9.2,0.044,55.0,152.0,1607
6.4,0.29,0.21,9.65,0.041,36.0,119.0,1608
7.4,0.16,0.32,1.4,0.065,23.0,140.0,1609
6.5,0.26,0.34,16.3,0.051,56.0,197.0,1610
6.9,0.37,0.28,13.8,0.031,34.0,137.0,1611
8.2,0.28,0.42,1.8,0.031,30.0,93.0,1612
6.7,0.15,0.32,7.9,0.034,17.0,81.0,1613
8.1,0.27,0.35,1.7,0.03,38.0,103.0,1614
7.6,0.13,0.34,9.3,0.062,40.0,126.0,1615
7.0,0.18,0.26,1.4,0.044,46.0,89.0,1616
6.5,0.33,0.28,6.1,0.018,41.0,103.0,1617
6.2,0.25,0.48,10.0,0.044,78.0,240.0,1618
6.2,0.29,0.26,13.1,0.046,55.0,204.0,1619
8.3,0.22,0.34,1.1,0.043,20.0,116.0,1620
6.3,0.17,0.32,4.2,0.04,37.0,117.0,1621
6.1,0.24,0.27,11.5,0.05,51.0,133.0,1622
6.1,0.41,0.0,1.6,0.063,36.0,87.0,1623
6.1,0.32,0.24,1.5,0.036,38.0,124.0,1624
7.3,0.3,0.33,2.3,0.043,28.0,125.0,1625
6.7,0.31,0.33,2.0,0.033,12.0,74.0,1626
7.8,0.2,0.2,1.4,0.036,25.0,83.0,1627
6.8,0.3,0.26,20.3,0.037,45.0,150.0,1628
6.8,0.26,0.29,16.95,0.056,48.0,179.0,1629
7.7,0.26,0.32,1.2,0.04,26.0,117.0,1630
7.1,0.21,0.3,1.4,0.037,45.0,143.0,1631
6.6,0.21,0.34,5.6,0.046,30.0,140.0,1632
8.0,0.17,0.29,2.4,0.029,52.0,119.0,1633
6.6,0.085,0.33,1.4,0.036,17.0,109.0,1634
7.0,0.16,0.26,7.3,0.047,30.0,220.0,1635
6.6,0.17,0.36,1.9,0.036,38.0,110.0,1636
7.3,0.36,0.54,13.3,0.054,63.0,193.0,1637
8.0,0.26,0.36,2.0,0.054,30.0,121.0,1638
6.9,0.33,0.26,5.0,0.027,46.0,143.0,1639
7.6,0.34,0.39,7.6,0.04,45.0,215.0,1640
7.0,0.22,0.26,9.2,0.027,37.0,122.0,1641
6.5,0.37,0.33,3.5,0.036,23.0,92.0,1642
7.6,0.32,0.36,1.6,0.04,32.0,155.0,1643
7.4,0.16,0.3,13.7,0.056,33.0,168.0,1644
6.8,0.39,0.34,7.4,0.02,38.0,133.0,1645
6.7,0.31,0.3,2.1,0.038,18.0,130.0,1646
6.5,0.33,0.3,3.8,0.036,34.0,88.0,1647
7.3,0.24,0.34,7.5,0.048,29.0,152.0,1648
6.6,0.435,0.38,9.2,0.058,66.0,243.0,1649
7.4,0.16,0.27,15.5,0.05,25.0,135.0,1650
7.1,0.18,0.26,1.3,0.041,20.0,71.0,1651
5.9,0.19,0.37,0.8,0.027,3.0,21.0,1652
7.7,0.12,0.32,1.4,0.06,47.0,150.0,1653
5.7,0.335,0.34,1.0,0.04,13.0,174.0,1654
7.8,0.28,0.34,1.6,0.028,32.0,118.0,1655
5.4,0.185,0.19,7.1,0.048,36.0,110.0,1656
5.8,0.39,0.47,7.5,0.027,12.0,88.0,1657
7.0,0.22,0.28,1.5,0.037,29.0,115.0,1658
6.8,0.23,0.39,16.1,0.053,71.0,194.0,1659
6.8,0.29,0.22,3.4,0.035,40.0,122.0,1660
7.1,0.25,0.49,3.0,0.03,30.0,96.0,1661
6.9,0.24,0.39,1.3,0.063,18.0,136.0,1662
5.8,0.19,0.49,4.9,0.04,44.0,118.0,1663
6.4,0.32,0.23,16.2,0.055,36.0,176.0,1664
6.7,0.11,0.34,8.8,0.043,41.0,113.0,1665
6.2,0.28,0.57,1.0,0.043,50.0,92.0,1666
6.7,0.24,0.32,9.0,0.023,20.0,109.0,1667
5.7,0.46,0.46,1.4,0.04,31.0,169.0,1668
6.4,0.24,0.27,1.5,0.04,35.0,105.0,1669
7.0,0.24,0.34,1.4,0.031,27.0,107.0,1670
6.8,0.3,0.35,2.8,0.038,10.0,164.0,1671
7.4,0.13,0.39,4.7,0.042,36.0,137.0,1672
6.8,0.35,0.44,6.5,0.056,31.0,161.0,1673
6.4,0.31,0.28,2.5,0.039,34.0,137.0,1674
7.6,0.25,0.34,1.3,0.056,34.0,176.0,1675
5.7,0.22,0.33,1.9,0.036,37.0,110.0,1676
7.7,0.3,0.34,1.2,0.048,4.0,119.0,1677
6.1,0.25,0.48,15.8,0.052,25.0,94.0,1678
7.8,0.19,0.32,7.4,0.015,47.0,124.0,1679
7.6,0.35,0.47,13.3,0.037,42.0,116.0,1680
7.2,0.23,0.38,14.3,0.058,55.0,194.0,1681
6.7,0.18,0.3,6.4,0.048,40.0,251.0,1682
6.3,0.34,0.33,4.6,0.034,19.0,80.0,1683
8.5,0.19,0.48,1.1,0.026,23.0,58.0,1684
6.3,0.34,0.27,2.5,0.024,40.0,152.0,1685
6.8,0.34,0.44,6.6,0.052,28.0,156.0,1686
5.8,0.345,0.15,10.8,0.033,26.0,120.0,1687
8.5,0.32,0.36,14.9,0.041,47.0,190.0,1688
6.8,0.27,0.22,8.1,0.034,55.0,203.0,1689
7.6,0.31,0.23,12.7,0.054,20.0,139.0,1690
8.0,0.25,0.13,17.2,0.036,49.0,219.0,1691
6.5,0.29,0.3,9.15,0.051,25.0,166.0,1692
5.7,0.32,0.18,1.4,0.029,26.0,104.0,1693
6.5,0.32,0.45,7.7,0.022,31.0,97.0,1694
6.5,0.28,0.29,2.7,0.038,26.0,107.0,1695
7.6,0.48,0.33,7.0,0.024,14.0,130.0,1696
5.9,0.26,0.25,12.5,0.034,38.0,152.0,1697
8.2,0.4,0.48,13.7,0.042,59.0,169.0,1698
5.8,0.29,0.15,1.1,0.029,12.0,83.0,1699
7.6,0.22,0.28,12.0,0.056,68.0,143.0,1700
6.0,0.32,0.3,1.9,0.033,41.0,142.0,1701
7.4,0.33,0.26,15.6,0.049,67.0,210.0,1702
7.1,0.26,0.29,12.4,0.044,62.0,240.0,1703
6.2,0.31,0.21,6.3,0.041,50.0,218.0,1704
7.3,0.19,0.27,13.9,0.057,45.0,155.0,1705
6.5,0.41,0.24,14.0,0.048,24.0,113.0,1706
5.2,0.25,0.23,1.4,0.047,20.0,77.0,1707
5.0,0.17,0.56,1.5,0.026,24.0,115.0,1708
7.2,0.26,0.24,7.0,0.023,19.0,130.0,1709
5.9,0.48,0.3,1.5,0.037,19.0,78.0,1710
6.7,0.42,0.39,12.1,0.04,61.0,248.0,1711
6.3,0.26,0.25,5.2,0.046,11.0,133.0,1712
8.1,0.17,0.21,1.6,0.036,24.0,119.0,1713
6.7,0.2,0.37,1.65,0.025,42.0,103.0,1714
6.8,0.22,0.36,1.2,0.052,38.0,127.0,1715
8.5,0.19,0.48,1.1,0.026,23.0,58.0,1716
7.0,0.16,0.36,2.6,0.029,28.0,98.0,1717
6.7,0.19,0.32,3.7,0.041,26.0,76.0,1718
7.0,0.15,0.38,2.2,0.047,33.0,96.0,1719
5.1,0.39,0.21,1.7,0.027,15.0,72.0,1720
7.2,0.4,0.49,1.1,0.048,11.0,138.0,1721
7.4,0.16,0.27,15.5,0.05,25.0,135.0,1722
7.3,0.23,0.37,1.8,0.032,60.0,156.0,1723
7.2,0.35,0.25,5.6,0.032,23.0,120.0,1724
6.6,0.26,0.46,7.8,0.047,48.0,186.0,1725
8.2,0.22,0.3,1.8,0.047,47.0,185.0,1726
6.9,0.3,0.25,3.3,0.041,26.0,124.0,1727
7.4,0.18,0.24,1.4,0.047,21.0,106.0,1728
5.4,0.255,0.33,1.2,0.051,29.0,122.0,1729
8.2,0.18,0.49,1.1,0.033,28.0,81.0,1730
7.8,0.29,0.22,9.5,0.056,44.0,213.0,1731
6.5,0.24,0.29,8.2,0.043,32.0,156.0,1732
8.2,0.27,0.43,1.6,0.035,31.0,128.0,1733
7.0,0.21,0.28,7.5,0.07,45.0,185.0,1734
6.4,0.24,0.29,11.4,0.051,32.0,166.0,1735
4.8,0.29,0.23,1.1,0.044,38.0,180.0,1736
6.0,0.34,0.24,5.4,0.06,23.0,126.0,1737
6.6,0.24,0.35,7.7,0.031,36.0,135.0,1738
6.5,0.29,0.31,1.7,0.035,24.0,79.0,1739
7.0,0.16,0.3,2.6,0.043,34.0,90.0,1740
7.0,0.32,0.29,7.6,0.025,35.0,124.0,1741
8.0,0.28,0.3,8.4,0.03,35.0,115.0,1742
8.6,0.16,0.49,7.3,0.043,9.0,63.0,1743
7.0,0.24,0.36,2.8,0.034,22.0,112.0,1744
6.6,0.21,0.29,5.35,0.029,43.0,106.0,1745
7.7,0.3,0.23,2.0,0.068,28.0,138.0,1746
5.3,0.31,0.38,10.5,0.031,53.0,140.0,1747
7.1,0.21,0.33,1.2,0.039,34.0,97.0,1748
7.0,0.35,0.31,1.8,0.069,15.0,162.0,1749
8.3,0.24,0.27,2.1,0.03,22.0,162.0,1750
6.0,0.35,0.51,1.2,0.029,10.0,102.0,1751
6.5,0.24,0.36,2.2,0.027,36.0,134.0,1752
6.2,0.36,0.45,10.4,0.06,22.0,184.0,1753
7.3,0.18,0.29,1.0,0.036,26.0,101.0,1754
7.6,0.27,0.52,3.2,0.043,28.0,152.0,1755
6.5,0.27,0.26,8.2,0.042,21.0,133.0,1756
6.9,0.18,0.38,8.1,0.049,44.0,176.0,1757
6.5,0.21,0.35,5.7,0.043,47.0,197.0,1758
6.8,0.22,0.35,17.5,0.039,38.0,153.0,1759
7.0,0.31,0.35,1.6,0.063,13.0,119.0,1760
7.6,0.3,0.38,2.1,0.043,10.0,98.0,1761
5.3,0.3,0.3,1.2,0.029,25.0,93.0,1762
7.8,0.28,0.34,1.6,0.028,32.0,118.0,1763
6.5,0.23,0.39,1.9,0.036,41.0,98.0,1764
6.0,0.36,0.16,6.3,0.036,36.0,191.0,1765
6.6,0.18,0.28,3.3,0.044,18.0,91.0,1766
7.6,0.28,0.39,1.9,0.052,23.0,116.0,1767
6.1,0.45,0.27,0.8,0.039,13.0,82.0,1768
7.4,0.25,0.36,13.2,0.067,53.0,178.0,1769
6.5,0.43,0.28,11.25,0.032,31.0,87.0,1770
7.1,0.32,0.34,14.5,0.039,46.0,150.0,1771
6.8,0.18,0.32,7.2,0.047,17.0,109.0,1772
6.3,0.2,0.19,12.3,0.048,54.0,145.0,1773
7.0,0.26,0.26,10.8,0.039,37.0,184.0,1774
8.0,0.25,0.35,1.1,0.054,13.0,136.0,1775
6.8,0.27,0.28,7.8,0.038,26.0,89.0,1776
7.6,0.38,0.28,4.2,0.029,7.0,112.0,1777
5.5,0.16,0.31,1.2,0.026,31.0,68.0,1778
6.6,0.24,0.38,8.0,0.042,56.0,187.0,1779
6.4,0.105,0.29,1.1,0.035,44.0,140.0,1780
7.6,0.34,0.39,7.6,0.04,45.0,215.0,1781
7.0,0.26,0.46,15.55,0.037,61.0,171.0,1782
8.0,0.3,0.49,9.4,0.046,47.0,188.0,1783
6.4,0.25,0.32,0.9,0.034,40.0,114.0,1784
6.3,0.13,0.42,1.1,0.043,63.0,146.0,1785
6.5,0.3,0.32,2.0,0.044,34.0,90.0,1786
6.8,0.23,0.33,1.9,0.047,20.0,101.0,1787
6.5,0.19,0.34,1.6,0.029,39.0,116.0,1788
6.3,0.34,0.29,6.2,0.046,29.0,227.0,1789
6.2,0.38,0.42,2.5,0.038,34.0,117.0,1790
7.2,0.32,0.24,5.6,0.033,23.0,120.0,1791
6.9,0.25,0.34,1.3,0.035,27.0,82.0,1792
6.8,0.3,0.35,2.8,0.038,10.0,164.0,1793
6.0,0.45,0.42,1.1,0.051,61.0,197.0,1794
7.4,0.25,0.36,2.05,0.05,31.0,100.0,1795
6.3,0.39,0.24,6.9,0.069,9.0,117.0,1796
7.9,0.2,0.34,1.2,0.04,29.0,118.0,1797
6.2,0.28,0.33,1.7,0.029,24.0,111.0,1798
8.0,0.24,0.48,6.8,0.047,13.0,134.0,1799
6.7,0.31,0.09,1.4,0.039,53.0,141.0,1800
6.9,0.25,0.27,9.05,0.039,37.0,128.0,1801
6.7,0.24,0.46,2.2,0.033,19.0,111.0,1802
6.6,0.26,0.46,6.9,0.047,59.0,183.0,1803
6.2,0.24,0.27,2.9,0.039,30.0,123.0,1804
6.4,0.42,0.19,9.3,0.043,28.0,145.0,1805
6.6,0.24,0.28,1.8,0.028,39.0,132.0,1806
7.8,0.18,0.46,13.6,0.052,38.0,118.0,1807
6.8,0.23,0.32,8.6,0.046,47.0,159.0,1808
7.2,0.24,0.36,2.0,0.029,21.0,63.0,1809
7.4,0.28,0.25,11.9,0.053,25.0,148.0,1810
4.9,0.335,0.14,1.3,0.036,69.0,168.0,1811
7.6,0.31,0.29,10.5,0.04,21.0,145.0,1812
7.5,0.38,0.56,9.7,0.055,15.0,170.0,1813
7.3,0.22,0.4,14.75,0.042,44.5,129.5,1814
6.6,0.33,0.31,1.3,0.02,29.0,89.0,1815
6.5,0.28,0.34,3.6,0.04,29.0,121.0,1816
7.0,0.23,0.36,7.1,0.028,31.0,104.0,1817
6.3,0.12,0.36,2.1,0.044,47.0,146.0,1818
6.6,0.35,0.35,6.0,0.063,31.0,150.0,1819
6.8,0.17,0.34,2.0,0.04,38.0,111.0,1820
8.4,0.23,0.32,1.3,0.048,59.0,113.0,1821
7.3,0.24,0.39,17.95,0.057,45.0,149.0,1822
8.0,0.2,0.36,1.2,0.032,21.0,78.0,1823
8.7,0.31,0.21,5.6,0.039,28.0,67.0,1824
6.1,0.28,0.16,1.3,0.06,36.0,126.0,1825
6.6,0.28,0.09,10.9,0.051,37.0,131.0,1826
